"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 15, 2015","440.77","443.28","444.28","437.54","-","-0.47%"
"Dec 14, 2015","442.87","454.20","458.27","440.99","-","-2.33%"
"Dec 11, 2015","453.43","453.79","455.27","446.87","-","-0.05%"
"Dec 10, 2015","453.64","453.21","456.49","451.11","-","-0.07%"
"Dec 09, 2015","453.94","448.39","460.64","448.02","-","1.51%"
"Dec 08, 2015","447.19","450.95","451.82","444.31","-","-0.90%"
"Dec 07, 2015","451.25","468.52","469.05","446.21","-","-3.00%"
"Dec 04, 2015","465.19","448.82","465.19","447.80","-","4.30%"
"Dec 03, 2015","446.01","441.75","448.89","439.00","-","0.67%"
"Dec 02, 2015","443.02","447.33","447.86","437.65","-","-0.84%"
"Dec 01, 2015","446.79","438.70","448.46","438.35","-","2.19%"
"Nov 30, 2015","437.22","433.96","438.64","429.49","-","0.32%"
"Nov 27, 2015","435.81","444.99","445.05","433.08","-","-1.93%"
"Nov 26, 2015","444.37","443.78","444.58","441.82","-","0.19%"
"Nov 25, 2015","443.52","446.44","448.13","439.54","-","0.24%"
"Nov 24, 2015","442.45","432.42","445.81","431.17","-","2.20%"
"Nov 23, 2015","432.92","432.84","434.26","429.56","-","-0.50%"
"Nov 20, 2015","435.08","449.54","453.37","434.35","-","-3.02%"
"Nov 19, 2015","448.63","438.48","450.52","438.42","-","2.97%"
"Nov 18, 2015","435.67","429.52","436.92","422.77","-","0.67%"
"Nov 17, 2015","432.75","450.69","451.57","430.39","-","-3.73%"
"Nov 16, 2015","449.53","448.07","452.70","446.77","-","0.95%"
"Nov 13, 2015","445.29","440.67","448.09","437.43","-","0.84%"
"Nov 12, 2015","441.58","447.05","448.54","437.72","-","-0.77%"
"Nov 11, 2015","445.01","441.20","446.93","437.90","-","0.87%"
"Nov 10, 2015","441.17","446.62","447.80","438.60","-","-0.94%"
"Nov 09, 2015","445.36","436.47","445.50","434.95","-","1.08%"
"Nov 06, 2015","440.58","454.75","456.80","440.36","-","-3.33%"
"Nov 05, 2015","455.78","464.34","465.33","453.82","-","-2.24%"
"Nov 04, 2015","466.23","474.36","481.56","465.78","-","-1.77%"
"Nov 03, 2015","474.64","476.04","478.73","466.92","-","-0.79%"
"Nov 02, 2015","478.42","477.28","481.62","468.33","-","0.03%"
"Oct 30, 2015","478.26","482.13","486.38","477.77","-","-1.06%"
"Oct 29, 2015","483.38","501.60","501.71","479.94","-","-4.46%"
"Oct 28, 2015","505.95","508.98","527.64","499.19","-","-0.53%"
"Oct 27, 2015","508.66","511.99","512.12","500.99","-","-1.21%"
"Oct 26, 2015","514.90","526.19","527.10","513.88","-","-2.06%"
"Oct 23, 2015","525.71","512.00","528.03","509.82","-","2.69%"
"Oct 22, 2015","511.93","507.91","518.15","504.98","-","0.65%"
"Oct 21, 2015","508.61","518.36","525.48","506.44","-","-2.00%"
