"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 26, 2016","535.31","536.57","536.72","531.52","-","-0.28%"
"Sep 23, 2016","536.82","543.34","543.37","535.99","-","-1.21%"
"Sep 22, 2016","543.38","530.18","544.12","530.05","-","2.57%"
"Sep 21, 2016","529.79","521.86","530.30","521.70","-","1.53%"
"Sep 20, 2016","521.83","525.35","525.43","519.82","-","-0.68%"
"Sep 19, 2016","525.42","519.63","526.94","519.55","-","1.11%"
"Sep 16, 2016","519.66","523.38","525.93","519.00","-","-0.68%"
"Sep 15, 2016","523.23","525.21","525.25","520.82","-","-0.36%"
"Sep 14, 2016","525.14","524.96","526.89","522.90","-","-0.01%"
"Sep 13, 2016","525.21","531.50","532.84","524.55","-","-1.18%"
"Sep 12, 2016","531.49","534.69","534.86","525.03","-","-0.63%"
"Sep 09, 2016","534.84","547.17","547.35","534.62","-","-2.31%"
"Sep 08, 2016","547.51","546.54","551.13","545.69","-","0.21%"
"Sep 07, 2016","546.37","543.07","548.36","542.97","-","0.63%"
"Sep 06, 2016","542.97","534.74","543.27","534.71","-","1.54%"
"Sep 05, 2016","534.74","529.09","537.58","529.02","-","1.06%"
"Sep 02, 2016","529.13","518.97","531.30","518.96","-","1.94%"
"Sep 01, 2016","519.07","521.81","522.82","518.71","-","-0.51%"
"Aug 31, 2016","521.75","526.45","526.62","521.42","-","-0.91%"
"Aug 30, 2016","526.52","531.96","532.01","526.23","-","-0.94%"
"Aug 29, 2016","531.52","531.52","531.94","530.77","-","-0.12%"
"Aug 26, 2016","532.14","527.55","534.33","526.25","-","0.87%"
"Aug 25, 2016","527.55","528.01","528.93","525.42","-","-0.11%"
"Aug 24, 2016","528.12","532.42","532.58","527.58","-","-0.84%"
"Aug 23, 2016","532.59","531.26","533.98","529.76","-","0.20%"
"Aug 22, 2016","531.51","533.12","533.13","528.59","-","-0.30%"
"Aug 19, 2016","533.09","536.85","539.77","533.03","-","-0.69%"
"Aug 18, 2016","536.78","537.52","541.87","535.87","-","-0.10%"
"Aug 17, 2016","537.32","536.14","539.18","534.79","-","0.29%"
